(6.2576396527627764, 3, 4)
(6.2576396527627764, 4, 4)
(6.2576396527627764, 5, 4)
(6.470413544386702, 6, 4)
(7.715312773078357, 3, 5)
(7.715312773078357, 4, 5)
(7.715312773078357, 5, 5)
(7.931643055659542, 6, 5)
(8.86538532326719, 3, 6)
(8.935516188291126, 4, 6)
(8.935516188291126, 5, 6)
(9.389316175975123, 6, 6)
(10.219007597652595, 3, 7)
(10.08558873847996, 4, 7)
(10.08558873847996, 5, 7)
(10.6095195911879, 6, 7)
